Client Account,Job Client,Job Number,Job Type,Job CRN,Job Tags,Job Status,Serial Number,Client Tag,Asset Tags,Requested By,Requested Date,Finished Date,Invoice Status,Job Number,CustomerPONumber,DatePosted,PaymentStatus,Comment,Model,LocationType,Location CRN,Location CRN2,Location Name,Street Address,Suburb,State,PostCode,Notes,Line Items,Line Items Per Unit Ex. Gst,Total Ex. Gst,GST,Total
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303861R,Repair,,,Completed Successfully,QA220210119,,,kyle,7/06/2024 1:14:00 PM,12/06/2024 9:28:07 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,4 DR PIZZA CABINET,Outlet,,,CAFE 63, 205 Government Road,Richlands,QLD,4077,Travelled to site and found water leaking inside cabinet. Removed panels and cleaned out drain tray and unblocked drain. Serviced cabinet reassembled and ran and tested. Uploaded data to Skope.,"Call Out,Labour,Consumables","90.0000,135.0000,10.0000",235.0000,23.50,258.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303918R,Repair,,,Completed Successfully,A240321837,,,Kris Chefs Co,7/06/2024 2:48:00 PM,11/06/2024 10:18:56 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,BBN 3 DR GLASS SWING,Outlet,,,Martin Locke Homes (MLH),376 Flinders Street,Townsville City,QLD,4810,"Check for lights not operating. 
locate and refasten
 loose wiring harness to light bar","Call Out,Labour","30.0000,120.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303935R,Repair,,,Completed Successfully,HA201114570,,,Louren - CFE,7/06/2024 2:42:00 PM,11/06/2024 1:37:50 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Seaton Community Child Care Centre,37 Glenburnie Street,Seaton,SA,5023,"Attended site, found unit at 3.2ºC on arrival, turned system off, took evaporator cover off to find the drain was blocked up causing water to flow down the back of the fridge, unblocked drain to find the water from the drain pan to drain out into condensate tray, found the condenser to be slightly blocked, cleaned while on site, gave fridge a look over while on-site, fridge maintaining temps and no other issues","Call Out,Labour,Coil cleaner","80.0000,60.0000,25.0000",165.0000,16.50,181.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303942R,Repair,,,Completed Successfully,3005881111801056,,,Ryan - Site,7/06/2024 3:27:00 PM,13/06/2024 4:03:44 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UPRIGHT FRIDGE,Outlet,,,Bakers Delight Southgate,34 Port Hacking Road,Sylvania,NSW,2224,"damaged front panel is from customer continuously slamming bread racks into the side of the fridge,  I removed and bent the cover back for the customer. no damage was done installing the deck.","Call Out,Labour","70.0000,80.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303965R,Repair,,,Completed Successfully,5060883090601163,,,Zach,7/06/2024 4:48:00 PM,10/06/2024 6:58:43 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ReFlex 2 Solid Door Underbench Fridge,Outlet,,,Guzman y Gomez - Gympie DT,115 River Road,Gympie,QLD,4570,"Travel to site and gain access to system.

System had lost settings again and was set to 10° setpoint.

Client positive no one has changed the parameters, nor have they got access to the consumer app.

All that can be assumed at this time is there is a failure within the control logic.

Install new controller, update the firmware, download and update control parameters to “610” and test.

All settings correct and system operational, pulling temp at the time of leaving.","Call Out,Labour,ELZ11749-1632 WDTL SCS FIRMWARE","80.0000,160.0000,148.3800",388.3800,38.84,427.2200
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303967R,Repair,,AFTER HOURS FACILITATION,Completed Successfully,3006883032201065,,,JOE - SITE,7/06/2024 3:15:00 PM,20/06/2024 9:37:34 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UPRIGHT FREEZER,Outlet,,,Armadale Senior High School,169 South Western Highway,Armadale,WA,6112,"Arrived to find freezer on and running at -25degrees, freezer cycled off at -26degrees. Accessed app and checked event history and could only see back to a few days ago, no history before the 6/6/24 and no issues in the events. Refreshed controller back to factory settings as it had been changed, once refreshed I monitored and all seemed fine, however staff told me it did alarm Alr9 last week and after turning it off then on it seemed to work fine. I found that the door switches don’t activate and internal lights won’t turn on when the doors are opened, tested lights manually and they work fine. I believe the controller and both door switches need to be replaced. 
*Skope to supply new controller and two door switches.
For now I’ve left freezer on and running, left site.
Arrived onsite, found 2dr upright freezer on and cycled off at -20, checked history and found no faults. Found controller faulty not switching relays for fan off and lights on. Door switches are registering as open but controller isn’t switching relays. Skope to supply controller.
Attended site, replaced controller and both door switches on freezer, turned on and refreshed controller program, tested operation, now door shows open on the app and led lights turn on as should, freezer running fine. Job completed.","Call Out,Labour,Travel Time,Labour,Labour,CONTROLLER,DOOR SWITCHES","90.0000,135.0000,0.0000,45.0000,90.0000,0.0000,0.0000",360.0000,36.00,396.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1303969R,Repair,,AFTER HOURS FACILITATION,Completed Successfully,5061881102203175,,,WGA,7/06/2024 5:20:00 PM,20/06/2024 2:18:21 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,3 DR SOLID UNDERBENCH FRIDGE,Outlet,,,His Boy Elroy,Keira Street,Wollongong,NSW,2500,customer advised thier technician already fixed the cabinet.,"Call Out,Labour","70.0000,80.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1304193R,Repair,c27f3e46,,Completed Successfully,3006883092002077,,,Tshering Gyeltshen ,10/06/2024 2:53:48 PM,27/06/2024 11:11:52 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UPRIGHT FREEZER,Outlet,,,Druk Cafe & Bhutanese Restaurant, High St,Karawara,WA,6152,"Arrived onsite, found 2 door freezer on and at temperature, logged into controller and found fault for condenser probe and it reading -14.8 degrees, tested new probe but still reading -14.8 degrees, fault is caused by controller not reading probe correctly. Updated controller but did not change anything. Freezer is running and operating fine but will need to replace controller and condenser probe. There was an alarm for door left open aswell suspect door got jammed open with large box in base of freezer causing ice to form on evap fan causing noise, fan is clear of ice now. Need to replace controller and condenser probe. Skope to supply.
Attended site, isolated power to freezer then removed existing controller and condenser probe, installed new controller and probe, turned power on, refreshed controller parameters and tested operation, all good. Job completed.","Call Out,Labour,Labour,CONTROLLER,CONDENSER PROBE","90.0000,90.0000,45.0000,0.0000,0.0000",225.0000,22.50,247.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1304329R,Repair,1302122R,,Completed Successfully,8014881102106012,,,Bradley Thompson,11/06/2024 9:31:54 AM,19/06/2024 7:42:07 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,4 DRAW CHEF BASE,Outlet,,,Betty's Burgers - Harbour Town,189 Brisbane Road,Biggera Waters,QLD,4216,Travelled to site and found side rail had fallen out of rear support. Removed and repaired and reinstalled. Ran and tested. O.K,"Call Out,Labour,RAILS ( SEE PICS )","90.0000,90.0000,0.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1304545R,Repair,,,Completed Successfully,A230919385,,,Mark - Tech,11/06/2024 1:31:00 PM,12/06/2024 7:35:33 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,4 DR GLASS SLN LH BLK CAST,Outlet,,,Bellezza,12 Creek St,Brisbane,QLD,4000,Travelled to site and found lights turning off on cabinet at 3pm when set for 5pm. Conducted firmware update and reset parameters and serviced cabinet. Reset clock and came back and checked next day. O.K.,"Call Out,Labour,Consumables","90.0000,90.0000,10.0000",190.0000,19.00,209.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1304593R,Repair,,,Completed Successfully,HA220412854,,,Asanka,11/06/2024 2:28:00 PM,17/06/2024 11:53:59 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,TMF1000 - ActiveCore Freezer,Outlet,,,Cold Tech Refrigeration,Amphai Thai Store 240 Springvale Road,Springvale,VIC,3171,"Attended site for freezer not working well, on arrival freezer temp was displaying 30° put my grove in the and it was at -25° ran in defrost and control display when up to 90° then went back to 30°. Sensor was faulty, replaced sensor and temp was displaying normal again. Job completed","Call Out,Labour,Probe","85.0000,190.0000,0.0000",275.0000,27.50,302.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1304645R,Repair,ea2eb728,,Completed Successfully,3005883051701033,,,Clive - ,11/06/2024 1:29:53 PM,17/06/2024 11:34:16 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DR SOLID UPRIGHT FRIDGE,Outlet,,,Bobaboba, 11/12 Erade Dr,Piara Waters,WA,6112,"Arrived on site and located fridge running at 4°C. Checked over history and found no issues. Checked over parameters and found set for 3 with a 3 differential. Opened up evaporator cover and found water inside. Mopped up water and checked over seals, all ok. Put back together and investigated. Found the door sensor showing the door opening 48k times. Suspect evaporator is icing up due to frequent door openings, and not getting rid of water quick enough due to being set at a higher temperature. Adjusted parameters to factory and informed staff to limit door openings.","Call Out,Labour","90.0000,112.5000",202.5000,20.25,222.7500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1304697R,Repair,,,Futile,A240121283,,,Tom,11/06/2024 9:04:00 PM,12/06/2024 12:39:02 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,CL.3,Outlet,,,Morning Market Coffee - Warners Bay,472 The Esplanade,Warners Bay,NSW,2282,Checked and found water fitting for glass washer leaking onto top of unit. This is not warranty related.,"Call Out,Labour","85.0000,85.0000",170.0000,17.00,187.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1304699R,Repair,,,Completed Successfully,HA230211146,,,Cameron,11/06/2024 9:10:00 PM,12/06/2024 5:59:58 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,TME1000N-AC - Hydrocarbon,Outlet,,,Billabong Sanctuary,2 Muntalunga Drive,Nome,QLD,4816,"Locate and replace seized condenser fan motor as required. 
Note. App will still not accept parts supplied. 1 x ELM11309 Motor. $213.67 + gst","Call Out,Labour,Condenser Fan  motor","30.0000,150.0000,213.6700",393.6700,39.37,433.0400
SKOPE Industries,SKOPE INDUSTRIES,SIL-1304761R,Repair,,,Completed Successfully,HA220514526,,,Malhi,12/06/2024 8:48:00 AM,25/06/2024 7:36:07 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,TMF1000 - ActiveCore Freezer,Outlet,,,Malhi’s Market,79 Attenuata Drive,Mountain Creek,QLD,4557,"Travel to site and gain access to system.

System off on arrival. Plug in and test.

On start up, severe metallic knocking coming from the condenser. Narrow the noise down to the compressor.

System temps not changing, suspect compressor failure due to lack of pumping and metallic knocking.

Recommend cassette swap
Travel to site and gain access to system.

Disconnect and remove existing deck using two man lift.

Install new deck using two man lift.

Connect and commission.

Observe to be operating within manufacturers specifications","Call Out,Labour,Labour,DECK","80.0000,80.0000,160.0000,0.0000",320.0000,32.00,352.0000
SKOPE Industries,SKOPE INDUSTRIES,BDD-1304863R,Repair,,,Completed Successfully,A191217024,,REFURBISHMENT,Mack 0434288818,12/06/2024 11:03:00 AM,21/06/2024 8:52:53 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,3 DOOR,Outlet,,,Palo Cafe drive thru coffee,   408-412 High St,MELTON,VIC,3337,"On arrival  found  lights not  working Checked  and found ballast  and LEd lights  need replacement 
 
X 3 lights  need  replacement
Pick up ballast and lights from workshop. Arrive on site, remove faulty components and replace with new ones. Check wiring. Replaced damaged connections. Turn on and all lights are now working. All okay.","Labour,Travel Distance,Travel Time,ELZ11876,ELL11799,Freight :,Call Out,Labour","95.0000,0.0000,52.5000,101.3200,220.6200,17.2700,85.0000,95.0000",614.2100,61.42,675.6300
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305049R,Repair,,,Completed Successfully,3002880120202035,,,Simon @ site,12/06/2024 3:07:00 PM,21/06/2024 8:31:41 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DR SOLID UPRIGHT FREEZER,Outlet,,,The Early Learning Hub - Warradale,4 Weir Road,Warragamba,NSW,2752,"unit on and down to temp on arrival. history shows door left open causing alr 9.
advises customer to check door if this fault occurs again.","Call Out,Labour","70.0000,80.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305091R,Repair,,,Completed Successfully,2204000457972,,,Simon - CCK DEALER,12/06/2024 4:09:00 PM,14/06/2024 12:02:30 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ALFA Self Contained Ice Cube Maker,Outlet,,,Archie Brothers Cirque Electriq Rundle Place,91 Rundle Mall,Adelaide,SA,5000,"Attended site, for bottom ice machine tripping breaker, found both units isolated at power, unplugged units mega tested both units to find no earth reading on either of them, turned units on and washed both of them dump a load of ice, cleaned both condensers on units while on-site, both ice machines working","Call Out,Labour,Consumables","80.0000,100.0000,25.0000",205.0000,20.50,225.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305109R,Repair,,,Completed Successfully,A190512547,,,CFE - Louren,12/06/2024 4:31:00 PM,17/06/2024 11:22:05 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,TME1500,Outlet,,,SA in SA - South African Food and Biltong,233 Sir Donald Bradman Drive,Cowandilla,SA,5033,"Attended site, on arrival found lights on right hand side of fridge not working, took light out and moved it to the left to check if it was the light or the socket, light did not work in the left side, will need to return next week to replace light in fridge
Attended site, took old light out, put new light in all lights now working","Call Out,Labour,Labour,Skope Light tube","80.0000,40.0000,20.0000,197.7100",337.7100,33.77,371.4800
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305111R,Repair,,,Completed Successfully,3002883102004035,,,Toban,12/06/2024 5:04:00 PM,14/06/2024 2:02:56 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DR SOLID UPRIGHT FREEZER,Outlet,,,Bakers Delight Oasis,Victoria Avenue,Broadbeach,QLD,4218,Found lights not working in cabinet. Found not working from door open alarms. Turned cabinet off and on and ran and tested. O.K.,"Call Out,Labour","90.0000,90.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305114R,Repair,,,Completed Successfully,A230416657,,,PATRICK,12/06/2024 5:08:00 PM,18/06/2024 10:21:29 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,OD720,Outlet,,,Immanuel Lutheran College,126-142 Wises Road,Buderim,QLD,4556,"Travelled to site gained access to unit found lighting cable damaged from shelving moving in transport , repaired cables and tested all ok","Call Out,Labour","80.0000,80.0000",160.0000,16.00,176.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305266R,Repair,e7893e1b,,Completed Successfully,HA210916240,,,Phillip Tindale ,13/06/2024 10:18:19 AM,24/06/2024 9:52:05 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,TMF1000 - ActiveCore Freezer,Outlet,,,Pet Stock Sefton Park, 269,Sefton Park,SA,5083,"Attended site to inspected freezer. On arrival found unit deck has been removed and is missing. New deck is required.
Returned to site and installed new deck. Updated firmware and uploaded parameters to suit freezer. Watched operetion and ran manual defrost, all okay.","Call Out,Labour,Labour,Extra Labour,DECK,controller","80.0000,40.0000,160.0000,82.5000,0.0000,0.0000",362.5000,36.25,398.7500
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305363R,Repair,f7d40370,,Futile,HA221218690,,,Everson Wong ,13/06/2024 9:42:22 AM,14/06/2024 2:24:20 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,TMF1000 - ActiveCore Freezer,Outlet,,,Yip AU, 915 Albany Highway,East Victoria Park,WA,6101,"14/06/2024
Arrived onsite, found freezer cycled off at -20, checked over and could not fault freezer, all components are working and mega reading is
good. Ran through a defrost and hot gas is working, opened and closed doors and wiggled around all cables, glass door heaters are on
and working. Checked event history and found on the 10/6/24 power tripped 3 times throughout the day but was running normal in
between each time it tripped. Can not fault freezer.","Call Out,Labour","90.0000,45.0000",135.0000,13.50,148.5000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305369R,Repair,,,Work Stopped,2110000333959,,,Michael,13/06/2024 11:40:00 AM,,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ALFA Self Contained Ice Cube Maker,Outlet,,,Aroma Expresso,201 Sussex Street,Sydney,NSW,2000,"found unit with sml amount if ice, off on bun thermostat, adjuated bin thermostat, ran to test. harvest cycle slightly short, adjusted harvest cycle. ran to test, ran through 3 more drops without fault  customer to monitor and advise.","Call Out,Labour,CURTAIN ( SEE PICS )","70.0000,160.0000,0.0000",230.0000,23.00,253.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305481R,Repair,7bd436ad,,Completed Successfully,HA211218941,,,Aaron Box ,13/06/2024 2:13:35 PM,26/06/2024 10:24:31 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ActiveCore BME1200N-A 2 door Refrigerator,Outlet,,,First Things First Coffee, 606 North East Road,Holden Hill,SA,5088,"Attended with brackets, found old bracket bent, removed brackets and installed new, tensioned door and checked door closes and seals","Call Out,Labour,Extra Labour,RHS DOOR HINGES","80.0000,80.0000,41.2500,0.0000",201.2500,20.13,221.3800
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305517R,Repair,,,Completed Successfully,QA211010413,,,Flexikitch,13/06/2024 4:01:00 PM,17/06/2024 3:52:08 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,"3 Door (Solid), Medium Salad Preparation Fridge",Outlet,,,Pond Cafe, 39 The Esplanade,Torquay,VIC,3228,Attend site found short of refrigerant Added leak tested no leak showing added leak sealant to system as previously system had leaked -if leak persists will have to replace cascade,"Call Out,Labour,Refrigerant 290,Leak seal,Condenser Clean,Decante and vac units","80.0000,85.0000,40.0000,168.0000,15.0000,30.0000",418.0000,41.80,459.8000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305518R,Repair,,,Completed Successfully,RCSKFT1300N-10400,,,Rachel,13/06/2024 4:09:00 PM,17/06/2024 12:21:05 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,SKFT1300 - Glass 2 Door Upright Display Freezer,Outlet,,,The University of Sydney - Camden,335 Werombi Road,Camden,NSW,2570,adjusted door hinges tested all ok,"Call Out,Labour","70.0000,80.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305525R,Repair,,,Completed Successfully,HA210713830,,,Debbie,13/06/2024 4:52:00 PM,20/06/2024 7:47:27 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ActiveCore BME1200N-A 2 door Refrigerator,Outlet,,,Debbie Lancaster ( Residential ),Emerald island dr,Carrara,QLD,4211,Travelled to site and found cabinet running okay. Removed cyclone unit and serviced and cleaned filters. Ran and tested. O.K.,"Call Out,Labour,Consumables","90.0000,90.0000,10.0000",190.0000,19.00,209.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305527R,Repair,,,Completed Successfully,HA191218172,,,Carrie,13/06/2024 4:55:00 PM,21/06/2024 8:51:43 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,Tribal Smokehouse and Pizzaria,19 Brooks Street,Whitfield,QLD,4870,"14/06/2024 - Attended site and inspected fridge. Found fridge off on arrival. Re-powered fridge and checked operation. Found the condenser fan seized and struggling to turn. Isolated fridge again and ordered replacement fan motor.
20/06/2024 - Returned to site and removed and replaced the fan motor with new. Re powered fridge and checked operation, all ok.","Call Out,Labour,condenser Fan Motor,Consumables","55.0000,250.0000,0.0000,12.0000",317.0000,31.70,348.7000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305744R,Repair,,,Completed Successfully,QA220710443,,,Raich Pearson (Best Ref) - Dealer 0457253643,14/06/2024 10:32:00 AM,24/06/2024 1:37:08 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,"2 Door (Solid), Small Salad Preparation Fridge",Outlet,,,Copperhead Restaurant Brewery,52 Kauri Street,Cooroy,QLD,4563,"Travel to site and gain access to system.

Find system at 18°. Check operation and find compressor operating but no change in pressures or temperatures around the system.

Suspect total refrigerant loss.

Please supply a new deck.
Travel to site and gain access to system.

Replace Deck as diagnosed and commission.

All working correctly.","Call Out,Labour,Labour,DECK","80.0000,80.0000,80.0000,0.0000",240.0000,24.00,264.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305745R,Repair,,,Completed Successfully,HA201214949,,,John - Site,14/06/2024 10:31:00 AM,16/06/2024 2:06:42 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DOOR,Outlet,,,Big4 Geelong Riverview Tourist Park,59 Barrabool Road,Belmont,VIC,3216,"Found condenser Lenten motor burnt out 
Sourced welling fan motor from truck and fitted -run system and found now Evap fan not working system going on defrost because Evap probe running too cold 
Will require Evap fan for this unit.","Call Out,Labour,[ELM11309]WDTL FAN MOTOR ECR2-0361 (Wellington)","80.0000,233.7500,75.0000",388.7500,38.88,427.6300
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305745R,Repair,,,Completed Successfully,HA201214949,,,John - Site,14/06/2024 10:31:00 AM,16/06/2024 2:06:42 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DOOR,Outlet,,,Big4 Geelong Riverview Tourist Park,59 Barrabool Road,Belmont,VIC,3216,"Returned and fitted IQ fan motor on evaporator rewired cleaned condenser and left operational both condenser and evap fans suffered from internal board burn out? Possible browning? 
Please note work done on Sunday but on normal time.","Labour,Travel Distance,Travel Time,EVAP FAN MOTOR,IQ fan motor,Chen clean condenser,Terminal strips","191.2500,0.0000,42.5000,0.0000,145.0000,15.0000,12.0000",405.7500,40.58,446.3300
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305748R,Repair,,,Completed Successfully,HA220210691,,,CHLOE - SITE,14/06/2024 10:41:00 AM,17/06/2024 10:34:03 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,2 DOOR,Outlet,,,McDonald's Glen Waverley,770b High Street Road,Glen Waverley,VIC,3150,"Joseph Giovino (17/06/2024) - Work Note
• Arrived at McDonald’s glen Waverley. Correctly identified unit and began investigating
• upon arrival unit was sitting at 7 degrees. I could hear the evaporator fan in a pool of water. Switched unit off and
removed skope deck from the fridge.
• once removed found evaporator to be iced up and the drain to be blocked causing the evaporator fan to be
sitting in a but of water. De-iced cabinet and cleaned up evaporator drain pan. Made sure that drain hose was
unblocked by sticking a solder stick in and pushing any dirt and debris out of the hose
• once everything was de-iced and cleared we switched the unit and tested the evaporator fan. Evaporator fan
correctly began with no faults. Put unit back together and pushed deck back into position. 
• controller achieved set point temperature and cycled off. Made sure controller calibration was correct and unit
cycled back on.","Call Out,Labour","90.0000,180.0000",270.0000,27.00,297.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305769R,Repair,,,Completed Successfully,RCPG400R-10169,,,Mark - Tech,14/06/2024 11:18:00 AM,17/06/2024 11:19:37 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,PG400,Outlet,,,Hellenika at The Calile,48 James Street,Fortitude Valley,QLD,4006,Travelled to site and found unit door had fallen off and solenoid making slight noise when starting up. Wrapped up solenoid and reinstalled unit door. Ran and tested. O.K.,"Call Out,Labour,Materials","90.0000,135.0000,15.0000",240.0000,24.00,264.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1305981R,Repair,4073ba06,,Completed Successfully,RCSKB900A-10110,,,Samantha Belt ,14/06/2024 1:19:44 PM,19/06/2024 2:29:28 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,SKB900N-A,Outlet,,,Poetica Bar & Grill, 1 Denison Street,North Sydney,NSW,2060,"Light off on arrival, removed deck to check cable and plugs etc. all ok.
re installed and turned on, lights now operating. checked parameters, set standby mode lights to 100%","Call Out,Labour","70.0000,80.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1306010R,Repair,60bee11c,,Completed Successfully,5062883050401054,,,Kevin Duarte ,14/06/2024 2:11:13 PM,20/06/2024 2:36:47 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,4 DR SOLID UNDERBENCH FRIDGE,Outlet,,,Kneading Ruby, Crown Lane,Wollongong,NSW,2500,"customer had wet caninet during cleaning, now dry and operating ok","Call Out,Labour","70.0000,80.0000",150.0000,15.00,165.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1306082R,Repair,,,Completed Successfully,QU221212657,,,Bobby-Leigh - Service,14/06/2024 4:55:00 PM,24/06/2024 1:28:10 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,Cartridge - 0051,Outlet,,,Cartridge Repair Facility - PFM Melbourne,97 Princes Highway,Dandenong South,VIC,3175,Deck Swap,"Call Out,Labour","90.0000,180.0000",270.0000,27.00,297.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1306264R,Repair,,after hours facilitation,Completed Successfully,HA230916771,,,Tech called while on site,17/06/2024 8:28:00 AM,17/06/2024 9:19:32 AM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,HB85,Outlet,,,7-Eleven,422-424 Hoddle Street,Clifton Hill,VIC,3068,"Picked up spare hb85 from workshop just in case, found breaker tripped. Reset breaker but found evap fan not running. Warranty job: replaced evap fan, fridge coming down in temp","Call Out,Labour,Fan motor,EVAP FAN MOTOR","85.0000,95.0000,0.0000,0.0000",180.0000,18.00,198.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1306269R,Repair,,,Completed Successfully,2310000858845,,,Madi,17/06/2024 8:43:00 AM,17/06/2024 2:54:44 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,ITV-GALANG150 A-R290,Outlet,,,Skittles & Rice,37 Nariel Street,Albion,QLD,4010,Travelled to site and checked operation of cabinet. Watched through 3 drops of ice and checked operation. Serviced cabinet and also cork wrapped probe on suction line. Ran and tested. O.K.,"Call Out,Labour,Materials","90.0000,135.0000,15.0000",240.0000,24.00,264.0000
SKOPE Industries,SKOPE INDUSTRIES,SIL-1306406R,Repair,26bf0025,,Completed Successfully,3002882071902006,,,Dylan Weiner ,17/06/2024 9:06:02 AM,17/06/2024 1:56:44 PM,Billed,SSA091825,Skope Warranty,6/07/2024 2:30:06 AM,,,1 DR SOLID UPRIGHT FREEZER,Outlet,,,Veggie Mama, William Street,Perth,WA,6000,"Arrived on site and located freezer turned off. Turned unit on and checked over history. Found fault for product over temp. Found lots of water in the drain pan and suspect unit iced up. Checked all seals and evaporator fan worked, all ok. Monitored and watched temperature drop to -15°C and then put on a defrost. Checked heater was working, all ok. Ensured door switch was registering and shutting off the fan, all ok. Reloaded program onto controller and monitored operation, all ok.","Call Out,Labour,Travel Time","90.0000,135.0000,0.0000",225.0000,22.50,247.5000
